grpidx_i,grpidx_j,i_size,j_size,locseqidx_i,locseqidx_j,grpid_i,grpid_j,seqid_i,seqid_j,val,pval,dXX,dYY,dXY,flE
0,1,9,2,4,0,1,7,183984073,270308375,0.00000,1.00000,0.36672,0.37512,0.71098,0.68489
0,1,9,2,4,1,1,7,183984073,73748894,0.00000,1.00000,0.36672,0.37512,0.71098,0.72950
0,1,9,2,5,0,1,7,224989699,270308375,0.00000,1.00000,0.36672,0.37512,0.71098,0.65180
0,1,9,2,5,1,1,7,224989699,73748894,0.00000,1.00000,0.36672,0.37512,0.71098,0.69640
0,1,9,2,6,0,1,7,31792488,270308375,0.00000,1.00000,0.36672,0.37512,0.71098,0.66331
0,1,9,2,6,1,1,7,31792488,73748894,0.00000,1.00000,0.36672,0.37512,0.71098,0.70216
0,1,9,2,7,0,1,7,339631364,270308375,0.00000,1.00000,0.36672,0.37512,0.71098,0.66043
0,1,9,2,7,1,1,7,339631364,73748894,0.00000,1.00000,0.36672,0.37512,0.71098,0.69640
0,1,9,2,8,0,1,7,340626311,270308375,0.00000,1.00000,0.36672,0.37512,0.71098,0.64029
0,1,9,2,8,1,1,7,340626311,73748894,0.00000,1.00000,0.36672,0.37512,0.71098,0.67626
0,2,9,3,0,0,1,8,121637224,118431476,0.00000,1.00000,0.36672,0.56078,0.73487,0.74676
0,2,9,3,0,1,1,8,121637224,14601969,0.00000,1.00000,0.36672,0.56078,0.73487,0.63597
0,2,9,3,0,2,1,8,121637224,352683179,0.00000,1.00000,0.36672,0.56078,0.73487,0.75540
0,2,9,3,1,0,1,8,134102733,118431476,0.00000,1.00000,0.36672,0.56078,0.73487,0.74101
0,2,9,3,1,1,1,8,134102733,14601969,0.00000,1.00000,0.36672,0.56078,0.73487,0.57698
0,2,9,3,1,2,1,8,134102733,352683179,0.00000,1.00000,0.36672,0.56078,0.73487,0.71367
0,2,9,3,2,0,1,8,148661083,118431476,0.00000,1.00000,0.36672,0.56078,0.73487,0.73669
0,2,9,3,2,1,1,8,148661083,14601969,0.00000,1.00000,0.36672,0.56078,0.73487,0.64892
0,2,9,3,2,2,1,8,148661083,352683179,0.00000,1.00000,0.36672,0.56078,0.73487,0.73669
0,2,9,3,3,0,1,8,15608435,118431476,0.00000,1.00000,0.36672,0.56078,0.73487,0.73525
0,2,9,3,3,1,1,8,15608435,14601969,0.00000,1.00000,0.36672,0.56078,0.73487,0.63741
0,2,9,3,3,2,1,8,15608435,352683179,0.00000,1.00000,0.36672,0.56078,0.73487,0.76547
0,2,9,3,4,0,1,8,183984073,118431476,0.00000,1.00000,0.36672,0.56078,0.73487,0.73669
0,2,9,3,4,1,1,8,183984073,14601969,0.00000,1.00000,0.36672,0.56078,0.73487,0.66475
0,2,9,3,4,2,1,8,183984073,352683179,0.00000,1.00000,0.36672,0.56078,0.73487,0.72950
0,2,9,3,5,0,1,8,224989699,118431476,0.00000,1.00000,0.36672,0.56078,0.73487,0.73381
0,2,9,3,5,1,1,8,224989699,14601969,0.00000,1.00000,0.36672,0.56078,0.73487,0.64317
0,2,9,3,5,2,1,8,224989699,352683179,0.00000,1.00000,0.36672,0.56078,0.73487,0.77554
0,2,9,3,6,0,1,8,31792488,118431476,0.00000,1.00000,0.36672,0.56078,0.73487,0.74532
0,2,9,3,6,1,1,8,31792488,14601969,0.00000,1.00000,0.36672,0.56078,0.73487,0.63741
0,2,9,3,6,2,1,8,31792488,352683179,0.00000,1.00000,0.36672,0.56078,0.73487,0.75971
0,2,9,3,7,0,1,8,339631364,118431476,0.00000,1.00000,0.36672,0.56078,0.73487,0.74676
0,2,9,3,7,1,1,8,339631364,14601969,0.00000,1.00000,0.36672,0.56078,0.73487,0.63741
0,2,9,3,7,2,1,8,339631364,352683179,0.00000,1.00000,0.36672,0.56078,0.73487,0.74245
0,2,9,3,8,0,1,8,340626311,118431476,0.00000,1.00000,0.36672,0.56078,0.73487,0.75683
0,2,9,3,8,1,1,8,340626311,14601969,0.00000,1.00000,0.36672,0.56078,0.73487,0.62446
0,2,9,3,8,2,1,8,340626311,352683179,0.00000,1.00000,0.36672,0.56078,0.73487,0.74676
0,3,9,4,0,0,1,9,121637224,16330350,0.00000,1.00000,0.36672,0.52447,0.70762,0.68489
0,3,9,4,0,1,1,9,121637224,16330874,0.00000,1.00000,0.36672,0.52447,0.70762,0.67626
0,3,9,4,0,2,1,9,121637224,172037359,0.00000,1.00000,0.36672,0.52447,0.70762,0.70647
0,3,9,4,0,3,1,9,121637224,33241334,0.00000,1.00000,0.36672,0.52447,0.70762,0.70791
0,3,9,4,1,0,1,9,134102733,16330350,0.00000,1.00000,0.36672,0.52447,0.70762,0.70216
0,3,9,4,1,1,1,9,134102733,16330874,0.00000,1.00000,0.36672,0.52447,0.70762,0.65755
0,3,9,4,1,2,1,9,134102733,172037359,0.00000,1.00000,0.36672,0.52447,0.70762,0.72806
0,3,9,4,1,3,1,9,134102733,33241334,0.00000,1.00000,0.36672,0.52447,0.70762,0.63022
0,3,9,4,2,0,1,9,148661083,16330350,0.00000,1.00000,0.36672,0.52447,0.70762,0.69209
0,3,9,4,2,1,1,9,148661083,16330874,0.00000,1.00000,0.36672,0.52447,0.70762,0.66763
0,3,9,4,2,2,1,9,148661083,172037359,0.00000,1.00000,0.36672,0.52447,0.70762,0.71079
0,3,9,4,2,3,1,9,148661083,33241334,0.00000,1.00000,0.36672,0.52447,0.70762,0.68633
0,3,9,4,3,0,1,9,15608435,16330350,0.00000,1.00000,0.36672,0.52447,0.70762,0.69784
0,3,9,4,3,1,1,9,15608435,16330874,0.00000,1.00000,0.36672,0.52447,0.70762,0.67626
0,3,9,4,3,2,1,9,15608435,172037359,0.00000,1.00000,0.36672,0.52447,0.70762,0.71367
0,3,9,4,3,3,1,9,15608435,33241334,0.00000,1.00000,0.36672,0.52447,0.70762,0.70072
0,3,9,4,4,0,1,9,183984073,16330350,0.00000,1.00000,0.36672,0.52447,0.70762,0.68489
0,3,9,4,4,1,1,9,183984073,16330874,0.00000,1.00000,0.36672,0.52447,0.70762,0.65036
0,3,9,4,4,2,1,9,183984073,172037359,0.00000,1.00000,0.36672,0.52447,0.70762,0.70360
0,3,9,4,4,3,1,9,183984073,33241334,0.00000,1.00000,0.36672,0.52447,0.70762,0.71511
0,3,9,4,5,0,1,9,224989699,16330350,0.00000,1.00000,0.36672,0.52447,0.70762,0.68201
0,3,9,4,5,1,1,9,224989699,16330874,0.00000,1.00000,0.36672,0.52447,0.70762,0.64892
0,3,9,4,5,2,1,9,224989699,172037359,0.00000,1.00000,0.36672,0.52447,0.70762,0.69353
0,3,9,4,5,3,1,9,224989699,33241334,0.00000,1.00000,0.36672,0.52447,0.70762,0.69928
0,3,9,4,6,0,1,9,31792488,16330350,0.00000,1.00000,0.36672,0.52447,0.70762,0.70072
0,3,9,4,6,1,1,9,31792488,16330874,0.00000,1.00000,0.36672,0.52447,0.70762,0.65324
0,3,9,4,6,2,1,9,31792488,172037359,0.00000,1.00000,0.36672,0.52447,0.70762,0.69640
0,3,9,4,6,3,1,9,31792488,33241334,0.00000,1.00000,0.36672,0.52447,0.70762,0.70791
0,3,9,4,7,0,1,9,339631364,16330350,0.00000,1.00000,0.36672,0.52447,0.70762,0.70072
0,3,9,4,7,1,1,9,339631364,16330874,0.00000,1.00000,0.36672,0.52447,0.70762,0.67482
0,3,9,4,7,2,1,9,339631364,172037359,0.00000,1.00000,0.36672,0.52447,0.70762,0.69640
0,3,9,4,7,3,1,9,339631364,33241334,0.00000,1.00000,0.36672,0.52447,0.70762,0.69784
0,3,9,4,8,0,1,9,340626311,16330350,0.00000,1.00000,0.36672,0.52447,0.70762,0.68201
0,3,9,4,8,1,1,9,340626311,16330874,0.00000,1.00000,0.36672,0.52447,0.70762,0.62878
0,3,9,4,8,2,1,9,340626311,172037359,0.00000,1.00000,0.36672,0.52447,0.70762,0.69496
0,3,9,4,8,3,1,9,340626311,33241334,0.00000,1.00000,0.36672,0.52447,0.70762,0.70360
0,4,9,1,0,0,1,10,121637224,320451021,0.00000,1.00000,0.36672,0.00000,0.00000,0.00000
0,4,9,1,1,0,1,10,134102733,320451021,0.00000,1.00000,0.36672,0.00000,0.00000,0.00000
0,4,9,1,2,0,1,10,148661083,320451021,0.00000,1.00000,0.36672,0.00000,0.00000,0.00000
0,4,9,1,3,0,1,10,15608435,320451021,0.00000,1.00000,0.36672,0.00000,0.00000,0.00000
0,4,9,1,4,0,1,10,183984073,320451021,0.00000,1.00000,0.36672,0.00000,0.00000,0.00000
0,4,9,1,5,0,1,10,224989699,320451021,0.00000,1.00000,0.36672,0.00000,0.00000,0.00000
0,4,9,1,6,0,1,10,31792488,320451021,0.00000,1.00000,0.36672,0.00000,0.00000,0.00000
0,4,9,1,7,0,1,10,339631364,320451021,0.00000,1.00000,0.36672,0.00000,0.00000,0.00000
0,4,9,1,8,0,1,10,340626311,320451021,0.00000,1.00000,0.36672,0.00000,0.00000,0.00000
0,5,9,2,0,0,1,11,121637224,162457492,0.00000,1.00000,0.36672,0.46438,0.70774,0.67770
0,5,9,2,0,1,1,11,121637224,224368219,0.00000,1.00000,0.36672,0.46438,0.70774,0.65899
0,5,9,2,1,0,1,11,134102733,162457492,0.00000,1.00000,0.36672,0.46438,0.70774,0.62878
0,5,9,2,1,1,1,11,134102733,224368219,0.00000,1.00000,0.36672,0.46438,0.70774,0.63885
0,5,9,2,2,0,1,11,148661083,162457492,0.00000,1.00000,0.36672,0.46438,0.70774,0.66906
0,5,9,2,2,1,1,11,148661083,224368219,0.00000,1.00000,0.36672,0.46438,0.70774,0.68345
0,5,9,2,3,0,1,11,15608435,162457492,0.00000,1.00000,0.36672,0.46438,0.70774,0.67482
0,5,9,2,3,1,1,11,15608435,224368219,0.00000,1.00000,0.36672,0.46438,0.70774,0.69065
0,5,9,2,4,0,1,11,183984073,162457492,0.00000,1.00000,0.36672,0.46438,0.70774,0.65468
0,5,9,2,4,1,1,11,183984073,224368219,0.00000,1.00000,0.36672,0.46438,0.70774,0.68921
0,5,9,2,5,0,1,11,224989699,162457492,0.00000,1.00000,0.36672,0.46438,0.70774,0.67194
0,5,9,2,5,1,1,11,224989699,224368219,0.00000,1.00000,0.36672,0.46438,0.70774,0.67914
0,5,9,2,6,0,1,11,31792488,162457492,0.00000,1.00000,0.36672,0.46438,0.70774,0.66619
0,5,9,2,6,1,1,11,31792488,224368219,0.00000,1.00000,0.36672,0.46438,0.70774,0.66475
0,5,9,2,7,0,1,11,339631364,162457492,0.00000,1.00000,0.36672,0.46438,0.70774,0.66763
0,5,9,2,7,1,1,11,339631364,224368219,0.00000,1.00000,0.36672,0.46438,0.70774,0.67050
0,5,9,2,8,0,1,11,340626311,162457492,0.00000,1.00000,0.36672,0.46438,0.70774,0.67482
0,5,9,2,8,1,1,11,340626311,224368219,0.00000,1.00000,0.36672,0.46438,0.70774,0.66763
0,6,9,5,0,0,1,13,121637224,110667019,0.00000,1.00000,0.36672,0.62386,0.73680,0.69209
0,6,9,5,0,1,1,13,121637224,110667318,0.00000,1.00000,0.36672,0.62386,0.73680,0.78129
0,6,9,5,0,2,1,13,121637224,110667523,0.00000,1.00000,0.36672,0.62386,0.73680,0.68201
0,6,9,5,0,3,1,13,121637224,20090468,0.00000,1.00000,0.36672,0.62386,0.73680,0.69209
0,6,9,5,0,4,1,13,121637224,20092112,0.00000,1.00000,0.36672,0.62386,0.73680,0.74964
0,6,9,5,1,0,1,13,134102733,110667019,0.00000,1.00000,0.36672,0.62386,0.73680,0.65899
0,6,9,5,1,1,1,13,134102733,110667318,0.00000,1.00000,0.36672,0.62386,0.73680,0.80000
0,6,9,5,1,2,1,13,134102733,110667523,0.00000,1.00000,0.36672,0.62386,0.73680,0.70216
0,6,9,5,1,3,1,13,134102733,20090468,0.00000,1.00000,0.36672,0.62386,0.73680,0.67626
0,6,9,5,1,4,1,13,134102733,20092112,0.00000,1.00000,0.36672,0.62386,0.73680,0.77122
0,6,9,5,2,0,1,13,148661083,110667019,0.00000,1.00000,0.36672,0.62386,0.73680,0.68777
0,6,9,5,2,1,1,13,148661083,110667318,0.00000,1.00000,0.36672,0.62386,0.73680,0.79281
0,6,9,5,2,2,1,13,148661083,110667523,0.00000,1.00000,0.36672,0.62386,0.73680,0.71367
0,6,9,5,2,3,1,13,148661083,20090468,0.00000,1.00000,0.36672,0.62386,0.73680,0.68201
0,6,9,5,2,4,1,13,148661083,20092112,0.00000,1.00000,0.36672,0.62386,0.73680,0.75971
0,6,9,5,3,0,1,13,15608435,110667019,0.00000,1.00000,0.36672,0.62386,0.73680,0.67770
0,6,9,5,3,1,1,13,15608435,110667318,0.00000,1.00000,0.36672,0.62386,0.73680,0.76835
0,6,9,5,3,2,1,13,15608435,110667523,0.00000,1.00000,0.36672,0.62386,0.73680,0.69928
0,6,9,5,3,3,1,13,15608435,20090468,0.00000,1.00000,0.36672,0.62386,0.73680,0.67050
0,6,9,5,3,4,1,13,15608435,20092112,0.00000,1.00000,0.36672,0.62386,0.73680,0.74964
0,6,9,5,4,0,1,13,183984073,110667019,0.00000,1.00000,0.36672,0.62386,0.73680,0.68201
0,6,9,5,4,1,1,13,183984073,110667318,0.00000,1.00000,0.36672,0.62386,0.73680,0.79281
0,6,9,5,4,2,1,13,183984073,110667523,0.00000,1.00000,0.36672,0.62386,0.73680,0.69353
0,6,9,5,4,3,1,13,183984073,20090468,0.00000,1.00000,0.36672,0.62386,0.73680,0.66043
0,6,9,5,4,4,1,13,183984073,20092112,0.00000,1.00000,0.36672,0.62386,0.73680,0.75683
0,6,9,5,5,0,1,13,224989699,110667019,0.00000,1.00000,0.36672,0.62386,0.73680,0.68345
0,6,9,5,5,1,1,13,224989699,110667318,0.00000,1.00000,0.36672,0.62386,0.73680,0.78417
0,6,9,5,5,2,1,13,224989699,110667523,0.00000,1.00000,0.36672,0.62386,0.73680,0.67338
0,6,9,5,5,3,1,13,224989699,20090468,0.00000,1.00000,0.36672,0.62386,0.73680,0.66475
0,6,9,5,5,4,1,13,224989699,20092112,0.00000,1.00000,0.36672,0.62386,0.73680,0.77266
0,6,9,5,6,0,1,13,31792488,110667019,0.00000,1.00000,0.36672,0.62386,0.73680,0.66906
0,6,9,5,6,1,1,13,31792488,110667318,0.00000,1.00000,0.36672,0.62386,0.73680,0.79137
0,6,9,5,6,2,1,13,31792488,110667523,0.00000,1.00000,0.36672,0.62386,0.73680,0.71511
0,6,9,5,6,3,1,13,31792488,20090468,0.00000,1.00000,0.36672,0.62386,0.73680,0.67194
0,6,9,5,6,4,1,13,31792488,20092112,0.00000,1.00000,0.36672,0.62386,0.73680,0.74388
0,6,9,5,7,0,1,13,339631364,110667019,0.00000,1.00000,0.36672,0.62386,0.73680,0.68489
0,6,9,5,7,1,1,13,339631364,110667318,0.00000,1.00000,0.36672,0.62386,0.73680,0.78705
0,6,9,5,7,2,1,13,339631364,110667523,0.00000,1.00000,0.36672,0.62386,0.73680,0.69928
0,6,9,5,7,3,1,13,339631364,20090468,0.00000,1.00000,0.36672,0.62386,0.73680,0.70935
0,6,9,5,7,4,1,13,339631364,20092112,0.00000,1.00000,0.36672,0.62386,0.73680,0.76835
0,6,9,5,8,0,1,13,340626311,110667019,0.00000,1.00000,0.36672,0.62386,0.73680,0.67338
0,6,9,5,8,1,1,13,340626311,110667318,0.00000,1.00000,0.36672,0.62386,0.73680,0.78417
0,6,9,5,8,2,1,13,340626311,110667523,0.00000,1.00000,0.36672,0.62386,0.73680,0.69928
0,6,9,5,8,3,1,13,340626311,20090468,0.00000,1.00000,0.36672,0.62386,0.73680,0.69353
0,6,9,5,8,4,1,13,340626311,20092112,0.00000,1.00000,0.36672,0.62386,0.73680,0.75683
0,7,9,17,0,0,1,14,121637224,154687337,0.00000,1.00000,0.36672,0.51604,0.66519,0.64029
0,7,9,17,0,1,1,14,121637224,16080278,0.00000,1.00000,0.36672,0.51604,0.66519,0.68201
0,7,9,17,0,2,1,14,121637224,222095618,0.00000,1.00000,0.36672,0.51604,0.66519,0.66475
0,7,9,17,0,3,1,14,121637224,226311442,0.00000,1.00000,0.36672,0.51604,0.66519,0.62302
0,7,9,17,0,4,1,14,121637224,288553998,0.00000,1.00000,0.36672,0.51604,0.66519,0.66043
0,7,9,17,0,5,1,14,121637224,294500165,0.00000,1.00000,0.36672,0.51604,0.66519,0.73813
0,7,9,17,0,6,1,14,121637224,294501688,0.00000,1.00000,0.36672,0.51604,0.66519,0.69065
0,7,9,17,0,7,1,14,121637224,295705521,0.00000,1.00000,0.36672,0.51604,0.66519,0.74820
0,7,9,17,0,8,1,14,121637224,295707036,0.00000,1.00000,0.36672,0.51604,0.66519,0.65899
0,7,9,17,0,9,1,14,121637224,301053523,0.00000,1.00000,0.36672,0.51604,0.66519,0.65036
0,7,9,17,0,10,1,14,121637224,305675819,0.00000,1.00000,0.36672,0.51604,0.66519,0.64604
0,7,9,17,0,11,1,14,121637224,308174920,0.00000,1.00000,0.36672,0.51604,0.66519,0.63885
0,7,9,17,0,12,1,14,121637224,328957103,0.00000,1.00000,0.36672,0.51604,0.66519,0.68633
0,7,9,17,0,13,1,14,121637224,49481190,0.00000,1.00000,0.36672,0.51604,0.66519,0.65468
0,7,9,17,0,14,1,14,121637224,52081719,0.00000,1.00000,0.36672,0.51604,0.66519,0.63309
0,7,9,17,0,15,1,14,121637224,52143451,0.00000,1.00000,0.36672,0.51604,0.66519,0.67626
0,7,9,17,0,16,1,14,121637224,52787105,0.00000,1.00000,0.36672,0.51604,0.66519,0.61439
0,7,9,17,1,0,1,14,134102733,154687337,0.00000,1.00000,0.36672,0.51604,0.66519,0.55108
0,7,9,17,1,1,1,14,134102733,16080278,0.00000,1.00000,0.36672,0.51604,0.66519,0.56978
0,7,9,17,1,2,1,14,134102733,222095618,0.00000,1.00000,0.36672,0.51604,0.66519,0.61295
0,7,9,17,1,3,1,14,134102733,226311442,0.00000,1.00000,0.36672,0.51604,0.66519,0.54245
0,7,9,17,1,4,1,14,134102733,288553998,0.00000,1.00000,0.36672,0.51604,0.66519,0.58273
