win_length,x,dXY,dXY_inv,vX,vX_inv,vY,vY_inv,Q0,Q1,Q2,Q3,Q4,Q5,Q6,Q7,nx,ny,gap_prop,A_dXY,A_dXY_inv,A_vX,A_vX_inv,A_vY,A_vY_inv,A_Q0,A_Q1,A_Q2,A_Q3,A_Q4,A_Q5,A_Q6,A_Q7,A_nx,A_ny,A_rand_idx,A_adj_rand_idx,A_ham_idx
20,200,0.0911644,0,0,0,0.169622,0,0.0872454,0.0911644,-0.0784575,0.012707,0.0911644,0.169622,0,0,7,73,0.895,0.970507,0,0.545259,0,0.0443091,0,0.354346,0.425249,0.926198,1.35145,0.970507,0.500949,12.3058,0,5,75,0.741772,-0.0670595,0.15
20,220,0.190748,0,0.0578571,0,0.298653,0,0.124773,0.132891,-0.107905,0.0249864,0.190748,0.240796,0.193727,0,7,73,0.8225,0.958789,0,0.101668,0,0.506602,0,0.619027,0.857121,0.452187,1.30931,0.958789,0.404934,0.200687,0,71,9,0.675949,-0.0855092,0.2
20,240,0.418905,0,0.248095,0,0.437972,0,0.157696,0.17081,-0.0190673,0.151742,0.418905,0.189877,0.566463,0,7,73,0.501875,0.797048,0,0.245215,0,0.497767,0,0.439437,0.551834,0.299281,0.851115,0.797048,0.252553,0.492629,0,64,16,0.607911,-0.0292234,0.2625
20,260,0.446385,0,0.190833,0,0.49321,0,0.227575,0.255552,-0.0468245,0.208727,0.446385,0.302376,0.386921,0,7,73,0.070625,0.619868,0,0.371701,0,0.472987,0,0.221676,0.248168,0.146881,0.395049,0.619868,0.101286,0.785859,0,3,77,0.778481,-0.0490184,0.125
20,280,0.30616,0,0.150595,0,0.326468,0,0.144589,0.155564,-0.0203079,0.135256,0.30616,0.175872,0.461287,0,7,73,0,0.541087,0,0.310475,0,0.81047,0,0.207512,0.230612,-0.269383,-0.0387713,0.541087,0.499996,0.38308,0,78,2,0.797785,-0.0364176,0.1125
20,300,0.34343,0,0.211786,0,0.331161,0,0.123672,0.131644,0.0122686,0.143913,0.34343,0.119376,0.639524,0,7,73,0.04875,0.455395,0,0.639617,0,0.32586,0,-0.203613,-0.184222,0.129534,-0.0546879,0.455395,0.313757,1.96286,0,2,78,0.797785,-0.0364176,0.1125
20,320,0.325147,0,0.224762,0,0.326181,0,0.0956604,0.100385,-0.0010334,0.0993518,0.325147,0.101419,0.689072,0,7,73,0.000625,0.428263,0,0.640208,0,0.31989,0,-0.238187,-0.211945,0.108373,-0.103571,0.428263,0.320318,2.00134,0,2,78,0.797785,-0.0364176,0.1125
20,340,0.217974,0,0.0969048,0,0.197569,0,0.114283,0.12107,0.0204054,0.141475,0.217974,0.100664,0.490485,0,7,73,0,0.312523,0,0.490029,0,0.194268,0,-0.195414,-0.177506,0.118255,-0.0592517,0.312523,0.295761,2.52244,0,2,78,0.797785,-0.0364176,0.1125
20,360,0.21819,0,0.140833,0,0.20209,0,0.0745102,0.0773564,0.0160996,0.093456,0.21819,0.0612568,0.696884,0,7,73,0.1975,0.393197,0,0.422638,0,0.194401,0,-0.0298827,-0.0294406,0.198796,0.169356,0.393197,0.228237,2.17406,0,2,78,0.797785,-0.0364176,0.1125
20,380,0.211927,0,0.0452381,0,0.268693,0,0.15417,0.166689,-0.0567659,0.109923,0.211927,0.223455,0.168363,0,7,73,0,0.433904,0,0.000335813,0,0.24898,0,0.360167,0.433569,0.184924,0.618493,0.433904,0.248644,0.00134875,0,2,78,0.797785,-0.0364176,0.1125
20,400,0.2207,0,0.047381,0,0.222578,0,0.159836,0.173319,-0.00187837,0.17144,0.2207,0.175197,0.212874,0,7,73,0,0.382568,0,0.640502,0,0.212584,0,-0.298317,-0.257934,0.169984,-0.0879503,0.382568,0.427918,3.01294,0,2,78,0.797785,-0.0364176,0.1125
20,420,0.250533,0,0.119405,0,0.247652,0,0.123216,0.131128,0.00288132,0.13401,0.250533,0.128247,0.482148,0,7,73,0.133125,0.428251,0,0.202522,0,0.23788,0,0.203536,0.225729,0.190372,0.4161,0.428251,0.0353574,0.851364,0,2,78,0.797785,-0.0364176,0.1125
20,440,0.230411,0,0.138571,0,0.251376,0,0.0878639,0.0918396,-0.0209652,0.0708744,0.230411,0.112805,0.551251,0,7,73,0,0.453412,0,0.722535,0,0.236369,0,-0.31351,-0.269123,0.217043,-0.0520795,0.453412,0.486166,3.05681,0,2,78,0.797785,-0.0364176,0.1125
20,460,0.370524,0,0.119524,0,0.409027,0,0.223943,0.251,-0.0385031,0.212497,0.370524,0.289503,0.292215,0,7,73,0,0.57722,0,0.489625,0,0.391688,0,0.083969,0.0875952,0.185532,0.273127,0.57722,0.0979367,1.25004,0,2,78,0.797785,-0.0364176,0.1125
20,480,0.297671,0,0.122024,0,0.321073,0,0.161819,0.175648,-0.0234016,0.152246,0.297671,0.199049,0.38005,0,7,73,0.049375,0.440371,0,0.422807,0,0.30947,0,0.0174114,0.0175638,0.130901,0.148465,0.440371,0.113337,1.36623,0,2,78,0.797785,-0.0364176,0.1125
20,500,0.272691,0,0.135833,0,0.344434,0,0.128268,0.136858,-0.0717436,0.065114,0.272691,0.208601,0.394366,0,7,73,0,0.522535,0,0.722474,0,0.321391,0,-0.223067,-0.199939,0.201144,0.00120491,0.522535,0.401083,2.24796,0,2,78,0.797785,-0.0364176,0.1125
20,520,0.276076,0,0.108571,0,0.292545,0,0.154869,0.167505,-0.0164686,0.151036,0.276076,0.183973,0.371128,0,7,73,0.000625,0.515585,0,0.16027,0,0.276916,0,0.304034,0.355315,0.238669,0.593985,0.515585,0.116646,0.578768,0,2,78,0.797785,-0.0364176,0.1125
20,540,0.232123,0,0.104167,0,0.246357,0,0.120408,0.127957,-0.0142336,0.113723,0.232123,0.14219,0.422828,0,7,73,0.1475,0.471587,0,0.810119,0,0.231054,0,-0.413294,-0.338532,0.240533,-0.0979998,0.471587,0.579065,3.50619,0,2,78,0.797785,-0.0364176,0.1125
20,560,0.221634,0,0.095119,0,0.234833,0,0.119129,0.126515,-0.0131987,0.113316,0.221634,0.139714,0.40505,0,7,73,0,0.352279,0,0.202632,0,0.22552,0,0.139455,0.149648,0.126759,0.276406,0.352279,0.0228887,0.898507,0,2,78,0.797785,-0.0364176,0.1125
20,580,0.22068,0,0.0627381,0,0.278038,0,0.146644,0.157942,-0.0573582,0.100584,0.22068,0.2153,0.225646,0,7,73,0.04875,0.425796,0,0.490553,0,0.259028,0,-0.0669496,-0.0647577,0.166768,0.10201,0.425796,0.231526,1.89383,0,2,78,0.797785,-0.0364176,0.1125
20,600,0.251791,0,0.0820238,0,0.251956,0,0.156804,0.169767,-0.000165731,0.169601,0.251791,0.169933,0.325548,0,7,73,0.048125,0.37705,0,0.490095,0,0.244164,0,-0.119961,-0.113045,0.132886,0.019841,0.37705,0.245931,2.00723,0,2,78,0.797785,-0.0364176,0.1125
20,620,0.310284,0,0.136548,0,0.399459,0,0.160192,0.173736,-0.0891748,0.0845615,0.310284,0.262911,0.341832,0,7,73,0.001875,0.603596,0,0.371789,0,0.562849,0,0.208482,0.231807,0.0407476,0.272555,0.603596,0.191059,0.660549,0,78,2,0.797785,-0.0364176,0.1125
20,640,0.247182,0,0.134524,0,0.28864,0,0.106752,0.112658,-0.0414578,0.0712003,0.247182,0.154116,0.466061,0,7,73,0.00125,0.528692,0,0.267972,0,0.490273,0,0.231683,0.26072,0.0384183,0.299138,0.528692,0.222301,0.546577,0,78,2,0.797785,-0.0364176,0.1125
20,660,0.278772,0,0.248095,0,0.201684,0,0.0302159,0.0306771,0.077088,0.107765,0.278772,0.046411,1.23012,0,7,73,0.001875,0.397366,0,0.302543,0,0.204928,0,0.0905928,0.0948232,0.192438,0.287262,0.397366,0.0976152,1.47634,0,2,78,0.838291,0.17119,0.0875
20,680,0.391958,0,0.301905,0,0.366484,0,0.0862261,0.0900528,0.0254731,0.115526,0.391958,0.0645796,0.823786,0,7,73,0.16375,0.635117,0,1.00041,0,0.356202,0,-0.454591,-0.365293,0.278915,-0.0863776,0.635117,0.644208,2.80854,0,2,78,0.797785,-0.0364176,0.1125
20,700,0.316331,0,0.273452,0,0.267422,0,0.0419848,0.0428785,0.048909,0.0917875,0.316331,0.0060305,1.02255,0,7,73,0.689375,0.860717,0,0.422371,0,0.244915,0,0.363493,0.438345,0.615801,1.05415,0.860717,0.177456,1.72456,0,2,78,0.797785,-0.0364176,0.1125
20,720,0.675401,0,0.172976,0,0.435647,0,0.407081,0.502425,0.239754,0.742179,0.675401,0.262671,0.397056,0,7,73,0.54375,0.839692,0,0.294267,0,0.168883,0,0.435299,0.545425,0.670809,1.21623,0.839692,0.125385,1.74244,0,25,55,0.620253,0.167419,0.25
20,740,0.0302593,0,0.00166667,0,0.0357836,0,0.0281914,0.0285926,-0.00552435,0.0230683,0.0302593,0.034117,0.0465762,0,7,73,0.939375,0.50769,0,0.999828,0,0.0097694,0,-0.677546,-0.492138,0.497921,0.00578288,0.50769,0.990059,102.343,0,2,78,0.797785,-0.0364176,0.1125
20,760,0.0136986,0,0,0,0.0273973,0,0.0136056,0.0136986,-0.0136986,0,0.0136986,0.0273973,0,0,7,73,0.9875,0.5,0,0,0,1,0,0.405465,0.5,-0.5,0,0.5,1,0,0,78,2,0.797785,-0.0364176,0.1125
20,780,0.0136986,0,0,0,0.0273973,0,0.0136056,0.0136986,-0.0136986,0,0.0136986,0.0273973,0,0,7,73,0.9875,0.5,0,0,0,1,0,0.405465,0.5,-0.5,0,0.5,1,0,0,78,2,0.797785,-0.0364176,0.1125
20,800,0.0136986,0,0,0,0.0273973,0,0.0136056,0.0136986,-0.0136986,0,0.0136986,0.0273973,0,0,7,73,0.9875,0.5,0,0,0,1,0,0.405465,0.5,-0.5,0,0.5,1,0,0,78,2,0.797785,-0.0364176,0.1125
20,820,0.0136986,0,0,0,0.0273973,0,0.0136056,0.0136986,-0.0136986,0,0.0136986,0.0273973,0,0,7,73,0.9875,0.5,0,1,0,0,0,-0.693147,-0.5,0.5,0,0.5,1,inf,0,2,78,0.797785,-0.0364176,0.1125
20,840,0.0136986,0,0,0,0.0273973,0,0.0136056,0.0136986,-0.0136986,0,0.0136986,0.0273973,0,0,7,73,0.9875,0.5,0,1,0,0,0,-0.693147,-0.5,0.5,0,0.5,1,inf,0,2,78,0.797785,-0.0364176,0.1125
20,860,0.0136986,0,0,0,0.0273973,0,0.0136056,0.0136986,-0.0136986,0,0.0136986,0.0273973,0,0,7,73,0.9875,0.5,0,0,0,1,0,0.405465,0.5,-0.5,0,0.5,1,0,0,78,2,0.797785,-0.0364176,0.1125
20,880,0.0136986,0,0,0,0.0273973,0,0.0136056,0.0136986,-0.0136986,0,0.0136986,0.0273973,0,0,7,73,0.9875,0.5,0,1,0,0,0,-0.693147,-0.5,0.5,0,0.5,1,inf,0,2,78,0.797785,-0.0364176,0.1125
20,900,0.0136986,0,0,0,0.0273973,0,0.0136056,0.0136986,-0.0136986,0,0.0136986,0.0273973,0,0,7,73,0.9875,0.5,0,1,0,0,0,-0.693147,-0.5,0.5,0,0.5,1,inf,0,2,78,0.797785,-0.0364176,0.1125
20,920,0.0136986,0,0,0,0.0273973,0,0.0136056,0.0136986,-0.0136986,0,0.0136986,0.0273973,0,0,7,73,0.9875,0.5,0,0,0,1,0,0.405465,0.5,-0.5,0,0.5,1,0,0,78,2,0.797785,-0.0364176,0.1125
20,940,0.0136986,0,0,0,0.0273973,0,0.0136056,0.0136986,-0.0136986,0,0.0136986,0.0273973,0,0,7,73,0.9875,0.5,0,1,0,0,0,-0.693147,-0.5,0.5,0,0.5,1,inf,0,2,78,0.797785,-0.0364176,0.1125
20,960,0.0136986,0,0,0,0.0273973,0,0.0136056,0.0136986,-0.0136986,0,0.0136986,0.0273973,0,0,7,73,0.9875,0.5,0,1,0,0,0,-0.693147,-0.5,0.5,0,0.5,1,inf,0,2,78,0.797785,-0.0364176,0.1125
20,980,0.0136986,0,0,0,0.0273973,0,0.0136056,0.0136986,-0.0136986,0,0.0136986,0.0273973,0,0,7,73,0.9875,0.5,0,0,0,1,0,0.405465,0.5,-0.5,0,0.5,1,0,0,78,2,0.797785,-0.0364176,0.1125
20,1000,0.0136986,0,0,0,0.0273973,0,0.0136056,0.0136986,-0.0136986,0,0.0136986,0.0273973,0,0,7,73,0.9875,0.5,0,0,0,1,0,0.405465,0.5,-0.5,0,0.5,1,0,0,78,2,0.797785,-0.0364176,0.1125
20,1020,0.0136986,0,0,0,0.0273973,0,0.0136056,0.0136986,-0.0136986,0,0.0136986,0.0273973,0,0,7,73,0.9875,0.5,0,1,0,0,0,-0.693147,-0.5,0.5,0,0.5,1,inf,0,2,78,0.797785,-0.0364176,0.1125
20,1040,0.0136986,0,0,0,0.0273973,0,0.0136056,0.0136986,-0.0136986,0,0.0136986,0.0273973,0,0,7,73,0.9875,0.5,0,1,0,0,0,-0.693147,-0.5,0.5,0,0.5,1,inf,0,2,78,0.797785,-0.0364176,0.1125
20,1060,0.0136986,0,0,0,0.0273973,0,0.0136056,0.0136986,-0.0136986,0,0.0136986,0.0273973,0,0,7,73,0.9875,0.5,0,0,0,1,0,0.405465,0.5,-0.5,0,0.5,1,0,0,78,2,0.797785,-0.0364176,0.1125
20,1080,0.0136986,0,0,0,0.0273973,0,0.0136056,0.0136986,-0.0136986,0,0.0136986,0.0273973,0,0,7,73,0.9875,0.5,0,1,0,0,0,-0.693147,-0.5,0.5,0,0.5,1,inf,0,2,78,0.797785,-0.0364176,0.1125
20,1100,0.0136986,0,0,0,0.0273973,0,0.0136056,0.0136986,-0.0136986,0,0.0136986,0.0273973,0,0,7,73,0.9875,0.5,0,0,0,1,0,0.405465,0.5,-0.5,0,0.5,1,0,0,78,2,0.797785,-0.0364176,0.1125
20,1120,0.0136986,0,0,0,0.0273973,0,0.0136056,0.0136986,-0.0136986,0,0.0136986,0.0273973,0,0,7,73,0.9875,0.5,0,0,0,1,0,0.405465,0.5,-0.5,0,0.5,1,0,0,78,2,0.797785,-0.0364176,0.1125
20,1140,0.0136986,0,0,0,0.0273973,0,0.0136056,0.0136986,-0.0136986,0,0.0136986,0.0273973,0,0,7,73,0.9875,0.5,0,0,0,1,0,0.405465,0.5,-0.5,0,0.5,1,0,0,78,2,0.797785,-0.0364176,0.1125
20,1160,0.0136986,0,0,0,0.0273973,0,0.0136056,0.0136986,-0.0136986,0,0.0136986,0.0273973,0,0,7,73,0.9875,0.5,0,1,0,0,0,-0.693147,-0.5,0.5,0,0.5,1,inf,0,2,78,0.797785,-0.0364176,0.1125
20,1180,0.0136986,0,0,0,0.0273973,0,0.0136056,0.0136986,-0.0136986,0,0.0136986,0.0273973,0,0,7,73,0.9875,0.5,0,0,0,1,0,0.405465,0.5,-0.5,0,0.5,1,0,0,78,2,0.797785,-0.0364176,0.1125
20,1200,0.0136986,0,0,0,0.0273973,0,0.0136056,0.0136986,-0.0136986,0,0.0136986,0.0273973,0,0,7,73,0.9875,0.5,0,0,0,1,0,0.405465,0.5,-0.5,0,0.5,1,0,0,78,2,0.797785,-0.0364176,0.1125
20,1220,0.0136986,0,0,0,0.0273973,0,0.0136056,0.0136986,-0.0136986,0,0.0136986,0.0273973,0,0,7,73,0.9875,0.5,0,0,0,1,0,0.405465,0.5,-0.5,0,0.5,1,0,0,78,2,0.797785,-0.0364176,0.1125
20,1240,0.0136986,0,0,0,0.0273973,0,0.0136056,0.0136986,-0.0136986,0,0.0136986,0.0273973,0,0,7,73,0.9875,0.5,0,0,0,1,0,0.405465,0.5,-0.5,0,0.5,1,0,0,78,2,0.797785,-0.0364176,0.1125
20,1260,0.0136986,0,0,0,0.0273973,0,0.0136056,0.0136986,-0.0136986,0,0.0136986,0.0273973,0,0,7,73,0.9875,0.5,0,1,0,0,0,-0.693147,-0.5,0.5,0,0.5,1,inf,0,2,78,0.797785,-0.0364176,0.1125
