win_length,x,dXY,dXY_inv,vX,vX_inv,vY,vY_inv,Q0,Q1,Q2,Q3,Q4,nx,ny,gap_prop,A_dXY,A_dXY_inv,A_vX,A_vX_inv,A_vY,A_vY_inv,A_Q4,A_nx,A_ny,A_rand_idx,A_adj_rand_idx,A_ham_idx
20,61,0.0349603,0,0,0,0.0686213,0,0.034363,0.0349603,-0.033661,0.00129928,0.0349603,17,63,0.969375,0.996442,0,0.422501,0,0.00519231,0,0.996442,2,78,0.633228,-0.0336625,0.2375
20,62,0.0357143,0,0,0,0.0700807,0,0.0350913,0.0357143,-0.0343664,0.00134792,0.0357143,17,63,0.96875,0.996442,0,0.00641026,0,0.4225,0,0.996442,78,2,0.633228,-0.0336625,0.2375
20,63,0.0365476,0,0,0,0.0715771,0,0.0358956,0.0365476,-0.0350294,0.00151818,0.0365476,17,63,0.968125,0.995386,0,0.359987,0,0.00775641,0,0.995386,2,78,0.633228,-0.0336625,0.2375
20,64,0.0374603,0,0,0,0.0733436,0,0.0367757,0.0374603,-0.0358833,0.00157706,0.0374603,17,63,0.9675,0.995385,0,0.36,0,0.00923077,0,0.995385,2,78,0.633228,-0.0336625,0.2375
20,65,0.0384524,0,0,0,0.0752957,0,0.0377315,0.0384524,-0.0368433,0.00160906,0.0384524,17,63,0.966875,0.995385,0,0.422497,0,0.0108333,0,0.995385,2,78,0.633228,-0.0336625,0.2375
20,66,0.0395238,0,0,0,0.0773298,0,0.0387628,0.0395238,-0.037806,0.00171784,0.0395238,17,63,0.96625,0.994889,0,0.422471,0,0.0125641,0,0.994889,2,78,0.633228,-0.0336625,0.2375
20,67,0.0406746,0,0,0,0.0795251,0,0.0398691,0.0406746,-0.0388505,0.00182412,0.0406746,17,63,0.965625,0.994888,0,0.36,0,0.0144231,0,0.994888,2,78,0.633228,-0.0336625,0.2375
20,68,0.0419048,0,0,0,0.081906,0,0.0410506,0.0419048,-0.0400013,0.00190349,0.0419048,17,63,0.965,0.994888,0,0.36,0,0.0164102,0,0.994888,2,78,0.633228,-0.0336625,0.2375
20,69,0.0432143,0,0,0,0.0844407,0,0.0423066,0.0432143,-0.0412264,0.0019879,0.0432143,17,63,0.964375,0.99489,0,0.359999,0,0.0185256,0,0.99489,2,78,0.633228,-0.0336625,0.2375
20,70,0.0446032,0,0,0,0.0870891,0,0.0436371,0.0446032,-0.0424859,0.0021173,0.0446032,17,63,0.96375,0.994392,0,0.360001,0,0.0207692,0,0.994392,2,78,0.633228,-0.0336625,0.2375
20,71,0.0460714,0,0,0,0.0899308,0,0.0450416,0.0460714,-0.0438594,0.00221206,0.0460714,17,63,0.963125,0.994392,0,0.360001,0,0.023141,0,0.994392,2,78,0.633228,-0.0336625,0.2375
20,72,0.047619,0,0,0,0.0929212,0,0.0465201,0.047619,-0.0453021,0.00231694,0.047619,17,63,0.9625,1,0,0,0,0.491666,0,1,77,3,0.620253,-0.0476533,0.25
20,73,0.047619,0,0,0,0.0928891,0,0.0465201,0.047619,-0.0452701,0.00234895,0.047619,17,63,0.9625,1,0,0.470833,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,74,0.047619,0,0,0,0.0928891,0,0.0465201,0.047619,-0.0452701,0.00234895,0.047619,17,63,0.9625,1,0,0.470833,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,75,0.047619,0,0,0,0.0928226,0,0.0465201,0.047619,-0.0452035,0.00241552,0.047619,17,63,0.9625,1,0,0.427502,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,76,0.047619,0,0,0,0.092852,0,0.0465201,0.047619,-0.045233,0.00238607,0.047619,17,63,0.9625,1,0,0.446667,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,77,0.047619,0,0,0,0.0928175,0,0.0465201,0.047619,-0.0451984,0.00242063,0.047619,17,63,0.9625,1,0,0.424166,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,78,0.047619,0,0,0,0.0928175,0,0.0465201,0.047619,-0.0451984,0.00242063,0.047619,17,63,0.9625,1,0,0,0,0.424166,0,1,77,3,0.620253,-0.0476533,0.25
20,79,0.047619,0,0,0,0.0928226,0,0.0465201,0.047619,-0.0452035,0.00241552,0.047619,17,63,0.9625,1,0,0,0,0.4275,0,1,77,3,0.620253,-0.0476533,0.25
20,80,0.047619,0,0,0,0.0929263,0,0.0465201,0.047619,-0.0453072,0.00231183,0.047619,17,63,0.9625,1,0,0.495,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,81,0.047619,0,0,0,0.0930031,0,0.0465201,0.047619,-0.045384,0.00223502,0.047619,17,63,0.9625,1,0,0.545,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,82,0.047619,0,0,0,0.0929711,0,0.0465201,0.047619,-0.045352,0.00226703,0.047619,17,63,0.9625,1,0,0.524167,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,83,0.047619,0,0,0,0.0930479,0,0.0465201,0.047619,-0.0454288,0.00219022,0.047619,17,63,0.9625,1,0,0.574169,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,84,0.047619,0,0,0,0.093085,0,0.0465201,0.047619,-0.0454659,0.0021531,0.047619,17,63,0.9625,1,0,0,0,0.598333,0,1,77,3,0.620253,-0.0476533,0.25
20,85,0.047619,0,0,0,0.0929711,0,0.0465201,0.047619,-0.045352,0.00226703,0.047619,17,63,0.9625,1,0,0.524167,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,86,0.047619,0,0,0,0.0929813,0,0.0465201,0.047619,-0.0453623,0.00225679,0.047619,17,63,0.9625,1,0,0.530833,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,87,0.047619,0,0,0,0.0929071,0,0.0465201,0.047619,-0.045288,0.00233103,0.047619,17,63,0.9625,1,0,0.4825,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,88,0.047619,0,0,0,0.0928802,0,0.0465201,0.047619,-0.0452611,0.00235791,0.047619,17,63,0.9625,1,0,0.465001,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,89,0.047619,0,0,0,0.0928482,0,0.0465201,0.047619,-0.0452291,0.00238992,0.047619,17,63,0.9625,1,0,0,0,0.444168,0,1,77,3,0.620253,-0.0476533,0.25
20,90,0.047619,0,0,0,0.0928456,0,0.0465201,0.047619,-0.0452266,0.00239248,0.047619,17,63,0.9625,1,0,0.442502,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,91,0.047619,0,0,0,0.0928456,0,0.0465201,0.047619,-0.0452266,0.00239248,0.047619,17,63,0.9625,1,0,0.442502,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,92,0.047619,0,0,0,0.0928751,0,0.0465201,0.047619,-0.045256,0.00236303,0.047619,17,63,0.9625,1,0,0.461667,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,93,0.047619,0,0,0,0.0929045,0,0.0465201,0.047619,-0.0452855,0.00233359,0.047619,17,63,0.9625,1,0,0,0,0.480835,0,1,77,3,0.620253,-0.0476533,0.25
20,94,0.047619,0,0,0,0.0928751,0,0.0465201,0.047619,-0.045256,0.00236303,0.047619,17,63,0.9625,1,0,0.461667,0,-2.60745e-09,0,1,3,77,0.620253,-0.0476533,0.25
20,95,0.047619,0,0,0,0.0929813,0,0.0465201,0.047619,-0.0453623,0.00225679,0.047619,17,63,0.9625,1,0,0.530834,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,96,0.047619,0,0,0,0.0929813,0,0.0465201,0.047619,-0.0453623,0.00225679,0.047619,17,63,0.9625,1,0,0,0,0.530833,0,1,77,3,0.620253,-0.0476533,0.25
20,97,0.047619,0,0,0,0.0929813,0,0.0465201,0.047619,-0.0453623,0.00225679,0.047619,17,63,0.9625,1,0,0,0,0.530833,0,1,77,3,0.620253,-0.0476533,0.25
20,98,0.047619,0,0,0,0.0929813,0,0.0465201,0.047619,-0.0453623,0.00225679,0.047619,17,63,0.9625,1,0,0.530833,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,99,0.047619,0,0,0,0.0929813,0,0.0465201,0.047619,-0.0453623,0.00225679,0.047619,17,63,0.9625,1,0,0,0,0.530834,0,1,77,3,0.620253,-0.0476533,0.25
20,100,0.047619,0,0,0,0.0929813,0,0.0465201,0.047619,-0.0453623,0.00225679,0.047619,17,63,0.9625,1,0,0.530834,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,101,0.047619,0,0,0,0.0930159,0,0.0465201,0.047619,-0.0453968,0.00222223,0.047619,17,63,0.9625,1,0,0,0,0.553335,0,1,77,3,0.620253,-0.0476533,0.25
20,102,0.047619,0,0,0,0.0929416,0,0.0465201,0.047619,-0.0453226,0.00229647,0.047619,17,63,0.9625,1,0,0.505001,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,103,0.047619,0,0,0,0.0929365,0,0.0465201,0.047619,-0.0453175,0.00230159,0.047619,17,63,0.9625,1,0,0.501668,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,104,0.047619,0,0,0,0.0929071,0,0.0465201,0.047619,-0.045288,0.00233103,0.047619,17,63,0.9625,1,0,0.4825,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,105,0.047619,0,0,0,0.0930159,0,0.0465201,0.047619,-0.0453968,0.00222223,0.047619,17,63,0.9625,1,0,0.553333,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,106,0.047619,0,0,0,0.0930159,0,0.0465201,0.047619,-0.0453968,0.00222223,0.047619,17,63,0.9625,1,0,0,0,0.553335,0,1,77,3,0.620253,-0.0476533,0.25
20,107,0.047619,0,0,0,0.0931004,0,0.0465201,0.047619,-0.0454813,0.00213774,0.047619,17,63,0.9625,1,0,0,0,0.608332,0,1,77,3,0.620253,-0.0476533,0.25
20,108,0.047619,0,0,0,0.09314,0,0.0465201,0.047619,-0.045521,0.00209806,0.047619,17,63,0.9625,1,0,0.634166,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,109,0.047619,0,0,0,0.0931247,0,0.0465201,0.047619,-0.0455056,0.00211342,0.047619,17,63,0.9625,1,0,0.624166,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,110,0.047619,0,0,0,0.0931592,0,0.0465201,0.047619,-0.0455402,0.00207885,0.047619,17,63,0.9625,1,0,0,0,0.646665,0,1,77,3,0.620253,-0.0476533,0.25
20,111,0.047619,0,0,0,0.0931247,0,0.0465201,0.047619,-0.0455056,0.00211342,0.047619,17,63,0.9625,1,0,0,0,0.624167,0,1,77,3,0.620253,-0.0476533,0.25
20,112,0.047619,0,0,0,0.0931247,0,0.0465201,0.047619,-0.0455056,0.00211342,0.047619,17,63,0.9625,1,0,0.624167,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,113,0.047619,0,0,0,0.0930927,0,0.0465201,0.047619,-0.0454736,0.00214542,0.047619,17,63,0.9625,1,0,0.603333,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,114,0.047619,0,0,0,0.093085,0,0.0465201,0.047619,-0.0454659,0.0021531,0.047619,17,63,0.9625,1,0,0.598333,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,115,0.047619,0,0,0,0.093085,0,0.0465201,0.047619,-0.0454659,0.0021531,0.047619,17,63,0.9625,1,0,0.598333,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,116,0.047619,0,0,0,0.093053,0,0.0465201,0.047619,-0.0454339,0.00218511,0.047619,17,63,0.9625,1,0,0,0,0.577499,0,1,77,3,0.620253,-0.0476533,0.25
20,117,0.047619,0,0,0,0.0930927,0,0.0465201,0.047619,-0.0454736,0.00214542,0.047619,17,63,0.9625,1,0,0,0,0.603333,0,1,77,3,0.620253,-0.0476533,0.25
20,118,0.047619,0,0,0,0.0930901,0,0.0465201,0.047619,-0.0454711,0.00214797,0.047619,17,63,0.9625,1,0,0,0,0.601667,0,1,77,3,0.620253,-0.0476533,0.25
20,119,0.047619,0,0,0,0.0931221,0,0.0465201,0.047619,-0.0455031,0.00211597,0.047619,17,63,0.9625,1,0,0.6225,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,120,0.047619,0,0,0,0.0930799,0,0.0465201,0.047619,-0.0454608,0.00215822,0.047619,17,63,0.9625,1,0,0.595,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,121,0.047619,0,0,0,0.0930799,0,0.0465201,0.047619,-0.0454608,0.00215822,0.047619,17,63,0.9625,1,0,0.595,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,122,0.047619,0,0,0,0.0931567,0,0.0465201,0.047619,-0.0455376,0.00208142,0.047619,17,63,0.9625,1,0,0.645001,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,123,0.047619,0,0,0,0.0931567,0,0.0465201,0.047619,-0.0455376,0.00208142,0.047619,17,63,0.9625,1,0,0.645001,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,124,0.047619,0,0,0,0.0931938,0,0.0465201,0.047619,-0.0455748,0.00204429,0.047619,17,63,0.9625,1,0,0,0,0.669167,0,1,77,3,0.620253,-0.0476533,0.25
20,125,0.047619,0,0,0,0.0931938,0,0.0465201,0.047619,-0.0455748,0.00204429,0.047619,17,63,0.9625,1,0,0.669167,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,126,0.047619,0,0,0,0.0931912,0,0.0465201,0.047619,-0.0455722,0.00204685,0.047619,17,63,0.9625,1,0,0.667501,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,127,0.047619,0,0,0,0.0931938,0,0.0465201,0.047619,-0.0455748,0.00204429,0.047619,17,63,0.9625,1,0,0,0,0.669169,0,1,77,3,0.620253,-0.0476533,0.25
20,128,0.047619,0,0,0,0.0931516,0,0.0465201,0.047619,-0.0455325,0.00208654,0.047619,17,63,0.9625,1,0,0,0,0.641666,0,1,77,3,0.620253,-0.0476533,0.25
20,129,0.047619,0,0,0,0.093149,0,0.0465201,0.047619,-0.04553,0.0020891,0.047619,17,63,0.9625,1,0,0,0,0.64,0,1,77,3,0.620253,-0.0476533,0.25
20,130,0.047619,0,0,0,0.093149,0,0.0465201,0.047619,-0.04553,0.0020891,0.047619,17,63,0.9625,1,0,0,0,0.639999,0,1,77,3,0.620253,-0.0476533,0.25
20,131,0.047619,0,0,0,0.0930696,0,0.0465201,0.047619,-0.0454506,0.00216846,0.047619,17,63,0.9625,1,0,0.588333,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,132,0.047619,0,0,0,0.0929557,0,0.0465201,0.047619,-0.0453367,0.00228239,0.047619,17,63,0.9625,1,0,0.514167,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,133,0.047619,0,0,0,0.0929557,0,0.0465201,0.047619,-0.0453367,0.00228239,0.047619,17,63,0.9625,1,0,0.514167,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,134,0.047619,0,0,0,0.0929583,0,0.0465201,0.047619,-0.0453392,0.00227983,0.047619,17,63,0.9625,1,0,0,0,0.515834,0,1,77,3,0.620253,-0.0476533,0.25
20,135,0.047619,0,0,0,0.0929211,0,0.0465201,0.047619,-0.0453021,0.00231695,0.047619,17,63,0.9625,1,0,0.491668,0,0,0,1,3,77,0.620253,-0.0476533,0.25
20,136,0.047619,0,0,0,0.0929288,0,0.0465201,0.047619,-0.0453098,0.00230927,0.047619,17,63,0.9625,1,0,0.496667,0,0,0,1,3,77,0.620253,-0.0476533,0.25
