q,win_length,index,dXY,vX 
0.000052,17,103,0.000188,0.000136
0.000052,17,104,0.000188,0.000136
0.000052,17,105,0.000188,0.000136
-0.000068,17,106,0.000068,0.000136
-0.000068,17,107,0.000068,0.000136
0.000000,17,108,0.000000,0.000000
-0.000125,17,109,0.002185,0.002310
-0.000125,17,110,0.002185,0.002310
-0.000125,17,111,0.002185,0.002310
-0.000125,17,112,0.002185,0.002310
-0.000125,17,113,0.002185,0.002310
-0.000125,17,114,0.002185,0.002310
-0.000125,17,115,0.002185,0.002310
-0.000125,17,116,0.002185,0.002310
-0.000125,17,117,0.002185,0.002310
-0.000125,17,118,0.002185,0.002310
-0.000125,17,119,0.002185,0.002310
-0.000125,17,120,0.002185,0.002310
-0.000125,17,121,0.002185,0.002310
-0.000125,17,122,0.002185,0.002310
-0.000125,17,123,0.002185,0.002310
-0.000125,17,124,0.002185,0.002310
-0.000125,17,125,0.002185,0.002310
0.000000,17,126,0.000000,0.000000
0.000000,17,127,0.000000,0.000000
0.000000,17,128,0.000000,0.000000
0.000000,17,129,0.000000,0.000000
0.000826,17,130,0.001092,0.000266
0.000826,17,131,0.001092,0.000266
0.000826,17,132,0.001092,0.000266
0.000826,17,133,0.001092,0.000266
0.000826,17,134,0.001092,0.000266
0.000826,17,135,0.001092,0.000266
0.001075,17,136,0.001341,0.000266
0.001075,17,137,0.001341,0.000266
0.001075,17,138,0.001341,0.000266
0.001075,17,139,0.001341,0.000266
0.001075,17,140,0.001341,0.000266
0.001075,17,141,0.001341,0.000266
0.001075,17,142,0.001341,0.000266
0.001075,17,143,0.001341,0.000266
0.001075,17,144,0.001341,0.000266
0.001075,17,145,0.001341,0.000266
0.004181,17,146,0.005579,0.001390
0.005840,17,147,0.008354,0.002497
0.009132,17,148,0.014178,0.005004
0.014645,17,149,0.023285,0.008532
0.014645,17,150,0.023285,0.008532
0.014645,17,151,0.023285,0.008532
0.014645,17,152,0.023285,0.008532
0.012758,17,153,0.021372,0.008532
0.021275,17,154,0.035154,0.013651
0.032045,17,155,0.052582,0.020018
0.032045,17,156,0.052582,0.020018
0.032045,17,157,0.052582,0.020018
0.032045,17,158,0.052582,0.020018
0.032045,17,159,0.052582,0.020018
0.032045,17,160,0.052582,0.020018
0.032045,17,161,0.052582,0.020018
0.032045,17,162,0.052582,0.020018
0.027945,17,163,0.046729,0.018389
0.018133,17,164,0.030875,0.012576
0.012997,17,165,0.021474,0.008391
0.007850,17,166,0.013108,0.005227
0.007850,17,167,0.013108,0.005227
0.007850,17,168,0.013108,0.005227
0.007850,17,169,0.013108,0.005227
0.007850,17,170,0.013108,0.005227
0.002904,17,171,0.005568,0.002660
0.001022,17,172,0.002773,0.001750
0.001022,17,173,0.002773,0.001750
0.001022,17,174,0.002773,0.001750
0.002764,17,175,0.004996,0.002228
0.002764,17,176,0.004996,0.002228
0.002764,17,177,0.004996,0.002228
0.002764,17,178,0.004996,0.002228
0.002764,17,179,0.004996,0.002228
0.001867,17,180,0.002544,0.000676
0.001867,17,181,0.002544,0.000676
0.001867,17,182,0.002544,0.000676
0.001867,17,183,0.002544,0.000676
0.001867,17,184,0.002544,0.000676
0.004290,17,185,0.005654,0.001354
0.004290,17,186,0.005654,0.001354
0.004290,17,187,0.005654,0.001354
0.004290,17,188,0.005654,0.001354
0.001943,17,189,0.002488,0.000543
0.001943,17,190,0.002488,0.000543
0.001943,17,191,0.002488,0.000543
0.000486,17,192,0.000622,0.000136
0.000606,17,193,0.000742,0.000136
0.000606,17,194,0.000742,0.000136
0.000606,17,195,0.000742,0.000136
0.000606,17,196,0.000742,0.000136
0.000606,17,197,0.000742,0.000136
0.000606,17,198,0.000742,0.000136
0.000606,17,199,0.000742,0.000136
0.000606,17,200,0.000742,0.000136
0.000606,17,201,0.000742,0.000136
0.000115,17,202,0.000115,0.000000
0.000115,17,203,0.000115,0.000000
0.000115,17,204,0.000115,0.000000
0.000115,17,205,0.000115,0.000000
0.000115,17,206,0.000115,0.000000
0.000115,17,207,0.000115,0.000000
0.000115,17,208,0.000115,0.000000
0.000115,17,209,0.000115,0.000000
0.000000,17,210,0.000000,0.000000
0.000000,17,211,0.000000,0.000000
0.000000,17,212,0.000000,0.000000
0.000000,17,213,0.000000,0.000000
0.000000,17,214,0.000000,0.000000
0.000000,17,215,0.000000,0.000000
0.000000,17,216,0.000000,0.000000
0.000000,17,217,0.000000,0.000000
0.000000,17,218,0.000000,0.000000
0.000000,17,219,0.000000,0.000000
0.000115,17,220,0.000115,0.000000
0.000115,17,221,0.000115,0.000000
0.000115,17,222,0.000115,0.000000
0.000115,17,223,0.000115,0.000000
0.000115,17,224,0.000115,0.000000
0.000115,17,225,0.000115,0.000000
0.000115,17,226,0.000115,0.000000
0.000115,17,227,0.000115,0.000000
0.000115,17,228,0.000115,0.000000
0.000115,17,229,0.000115,0.000000
0.000115,17,230,0.000115,0.000000
0.000115,17,231,0.000115,0.000000
0.000115,17,232,0.000115,0.000000
0.000115,17,233,0.000115,0.000000
0.000115,17,234,0.000115,0.000000
0.000115,17,235,0.000115,0.000000
0.000346,17,236,0.000346,0.000000
0.000231,17,237,0.000231,0.000000
0.000922,17,238,0.000923,0.000000
0.000922,17,239,0.000923,0.000000
0.000922,17,240,0.000923,0.000000
0.002074,17,241,0.002076,0.000000
0.002074,17,242,0.002076,0.000000
0.002074,17,243,0.002076,0.000000
0.003684,17,244,0.003691,0.000000
0.005750,17,245,0.005767,0.000000
0.005750,17,246,0.005767,0.000000
0.005750,17,247,0.005767,0.000000
0.005750,17,248,0.005767,0.000000
0.005750,17,249,0.005767,0.000000
0.005750,17,250,0.005767,0.000000
0.005750,17,251,0.005767,0.000000
0.005750,17,252,0.005767,0.000000
0.005750,17,253,0.005767,0.000000
0.005750,17,254,0.005767,0.000000
0.003684,17,255,0.003691,0.000000
0.003684,17,256,0.003691,0.000000
0.003684,17,257,0.003691,0.000000
0.002074,17,258,0.002076,0.000000
0.002074,17,259,0.002076,0.000000
0.002074,17,260,0.002076,0.000000
0.000922,17,261,0.000923,0.000000
0.000231,17,262,0.000231,0.000000
0.000231,17,263,0.000231,0.000000
0.000231,17,264,0.000231,0.000000
0.000231,17,265,0.000231,0.000000
0.000231,17,266,0.000231,0.000000
0.000231,17,267,0.000231,0.000000
0.000231,17,268,0.000231,0.000000
0.000231,17,269,0.000231,0.000000
0.000000,17,270,0.000000,0.000000
0.000000,17,271,0.000000,0.000000
0.000000,17,272,0.000000,0.000000
0.000000,17,273,0.000000,0.000000
0.000000,17,274,0.000000,0.000000
0.000000,17,275,0.000000,0.000000
0.000000,17,276,0.000000,0.000000
0.000000,17,277,0.000000,0.000000
0.000000,17,278,0.000000,0.000000
0.000000,17,279,0.000000,0.000000
0.000346,17,280,0.000346,0.000000
0.000346,17,281,0.000346,0.000000
0.000346,17,282,0.000346,0.000000
0.000346,17,283,0.000346,0.000000
0.000346,17,284,0.000346,0.000000
0.000346,17,285,0.000346,0.000000
0.000346,17,286,0.000346,0.000000
0.000346,17,287,0.000346,0.000000
0.000346,17,288,0.000346,0.000000
0.000461,17,289,0.000461,0.000000
0.000461,17,290,0.000461,0.000000
0.000461,17,291,0.000461,0.000000
0.000412,17,292,0.000547,0.000136
0.000412,17,293,0.000547,0.000136
0.000262,17,294,0.000805,0.000543
-0.000229,17,295,0.001714,0.001943
-0.000229,17,296,0.001714,0.001943
-0.000752,17,297,0.001192,0.001943
-0.000752,17,298,0.001192,0.001943
-0.000752,17,299,0.001192,0.001943
-0.000752,17,300,0.001192,0.001943
-0.000752,17,301,0.001192,0.001943
-0.000752,17,302,0.001192,0.001943
-0.000752,17,303,0.001192,0.001943
-0.000752,17,304,0.001192,0.001943
-0.000752,17,305,0.001192,0.001943
-0.000926,17,306,0.001018,0.001943
-0.000926,17,307,0.001018,0.001943
-0.000926,17,308,0.001018,0.001943
-0.000749,17,309,0.000814,0.001563
-0.000749,17,310,0.000814,0.001563
-0.000415,17,311,0.000611,0.001026
0.000000,17,312,0.000000,0.000000
0.000000,17,313,0.000000,0.000000
0.000000,17,314,0.000000,0.000000
0.000000,17,315,0.000000,0.000000
0.000079,17,316,0.001192,0.001113
0.000079,17,317,0.001192,0.001113
0.000079,17,318,0.001192,0.001113
0.000079,17,319,0.001192,0.001113
0.000079,17,320,0.001192,0.001113
0.000079,17,321,0.001192,0.001113
0.000079,17,322,0.001192,0.001113
0.000079,17,323,0.001192,0.001113
0.000079,17,324,0.001192,0.001113
0.000283,17,325,0.001585,0.001303
0.000283,17,326,0.001585,0.001303
0.000283,17,327,0.001585,0.001303
0.000283,17,328,0.001585,0.001303
0.000283,17,329,0.001585,0.001303
0.000283,17,330,0.001585,0.001303
0.000592,17,331,0.002818,0.002225
0.000592,17,332,0.002818,0.002225
0.000242,17,333,0.001029,0.000787
0.000242,17,334,0.001029,0.000787
0.000161,17,335,0.002479,0.002318
-0.000055,17,336,0.002718,0.002774
-0.000055,17,337,0.002718,0.002774
-0.000055,17,338,0.002718,0.002774
-0.000055,17,339,0.002718,0.002774
-0.000055,17,340,0.002718,0.002774
-0.000055,17,341,0.002718,0.002774
0.000007,17,342,0.002325,0.002318
0.000007,17,343,0.002325,0.002318
0.000007,17,344,0.002325,0.002318
0.000007,17,345,0.002325,0.002318
0.000007,17,346,0.002325,0.002318
0.000007,17,347,0.002325,0.002318
-0.000023,17,348,0.000645,0.000668
-0.000023,17,349,0.000645,0.000668
-0.000023,17,350,0.000645,0.000668
-0.000235,17,351,0.000862,0.001096
-0.000271,17,352,0.000271,0.000543
-0.000068,17,353,0.000068,0.000136
-0.000068,17,354,0.000068,0.000136
-0.000068,17,355,0.000068,0.000136
-0.000068,17,356,0.000068,0.000136
-0.000068,17,357,0.000068,0.000136
-0.000068,17,358,0.000068,0.000136
-0.000068,17,359,0.000068,0.000136
-0.000068,17,360,0.000068,0.000136
-0.000068,17,361,0.000068,0.000136
-0.000068,17,362,0.000068,0.000136
-0.000068,17,363,0.000068,0.000136
-0.000068,17,364,0.000068,0.000136
-0.000068,17,365,0.000068,0.000136
-0.000068,17,366,0.000068,0.000136
-0.000068,17,367,0.000068,0.000136
0.000000,17,368,0.000000,0.000000
0.000000,17,369,0.000000,0.000000
0.000000,17,370,0.000000,0.000000
0.000000,17,371,0.000000,0.000000
0.000000,17,372,0.000000,0.000000
0.000000,17,373,0.000000,0.000000
0.000000,17,374,0.000000,0.000000
0.000000,17,375,0.000000,0.000000
0.000000,17,376,0.000000,0.000000
0.000000,17,377,0.000000,0.000000
0.000000,17,378,0.000000,0.000000
0.000000,17,379,0.000000,0.000000
0.000000,17,380,0.000000,0.000000
0.000000,17,381,0.000000,0.000000
0.000000,17,382,0.000000,0.000000
0.000000,17,383,0.000000,0.000000
0.000000,17,384,0.000000,0.000000
0.000000,17,385,0.000000,0.000000
0.000000,17,386,0.000000,0.000000
0.000000,17,387,0.000000,0.000000
-0.000068,17,388,0.000068,0.000136
-0.000068,17,389,0.000068,0.000136
-0.000068,17,390,0.000068,0.000136
-0.000328,17,391,0.000339,0.000668
-0.000328,17,392,0.000339,0.000668
-0.000328,17,393,0.000339,0.000668
-0.000199,17,394,0.000468,0.000668
-0.000199,17,395,0.000468,0.000668
-0.000199,17,396,0.000468,0.000668
-0.000199,17,397,0.000468,0.000668
-0.000199,17,398,0.000468,0.000668
0.000343,17,399,0.001162,0.000820
0.000343,17,400,0.001162,0.000820
0.000343,17,401,0.001162,0.000820
0.000343,17,402,0.001162,0.000820
0.000343,17,403,0.001162,0.000820
0.000031,17,404,0.001529,0.001498
0.000031,17,405,0.001529,0.001498
0.000031,17,406,0.001529,0.001498
0.000031,17,407,0.001529,0.001498
0.001818,17,408,0.003591,0.001772
0.001362,17,409,0.004216,0.002852
0.001362,17,410,0.004216,0.002852
0.000411,17,411,0.004485,0.004074
0.000411,17,412,0.004485,0.004074
0.003339,17,413,0.008124,0.004779
0.006806,17,414,0.012586,0.005756
0.011566,17,415,0.018638,0.007005
0.007154,17,416,0.012936,0.005756
0.007154,17,417,0.012936,0.005756
0.011125,17,418,0.019603,0.008416
0.012299,17,419,0.020791,0.008416
0.012299,17,420,0.020791,0.008416
0.020834,17,421,0.029480,0.008427
0.021328,17,422,0.028751,0.007195
0.021328,17,423,0.028751,0.007195
0.020834,17,424,0.029480,0.008427
0.015415,17,425,0.021261,0.005726
0.016503,17,426,0.021259,0.004619
0.016503,17,427,0.021259,0.004619
0.016732,17,428,0.020797,0.003924
0.021965,17,429,0.027625,0.005417
0.015604,17,430,0.019651,0.003924
0.011295,17,431,0.014062,0.002703
0.007154,17,432,0.008933,0.001753
0.007154,17,433,0.008933,0.001753
0.007154,17,434,0.008933,0.001753
0.004439,17,435,0.005138,0.000689
0.003153,17,436,0.004145,0.000988
0.003153,17,437,0.004145,0.000988
0.000596,17,438,0.001160,0.000564
0.000760,17,439,0.003528,0.002768
0.000760,17,440,0.003528,0.002768
0.000883,17,441,0.003397,0.002513
0.000883,17,442,0.003397,0.002513
0.002847,17,443,0.005364,0.002513
0.002847,17,444,0.005364,0.002513
0.002847,17,445,0.005364,0.002513
0.000837,17,446,0.003101,0.002263
0.000627,17,447,0.002890,0.002263
0.000627,17,448,0.002890,0.002263
0.000627,17,449,0.002890,0.002263
0.000627,17,450,0.002890,0.002263
0.000735,17,451,0.003965,0.003230
0.000735,17,452,0.003965,0.003230
0.000975,17,453,0.003548,0.002573
0.000975,17,454,0.003548,0.002573
0.000975,17,455,0.003548,0.002573
0.001129,17,456,0.001640,0.000510
0.001395,17,457,0.001907,0.000510
0.001395,17,458,0.001907,0.000510
0.001395,17,459,0.001907,0.000510
0.000729,17,460,0.001239,0.000510
0.000729,17,461,0.001239,0.000510
0.000862,17,462,0.001373,0.000510
0.000862,17,463,0.001373,0.000510
0.000862,17,464,0.001373,0.000510
0.000862,17,465,0.001373,0.000510
0.000862,17,466,0.001373,0.000510
0.000862,17,467,0.001373,0.000510
0.000692,17,468,0.000692,0.000000
0.000692,17,469,0.000692,0.000000
0.000692,17,470,0.000692,0.000000
0.000692,17,471,0.000692,0.000000
0.001295,17,472,0.003116,0.001821
0.000624,17,473,0.002445,0.001821
0.000158,17,474,0.001979,0.001821
0.000118,17,475,0.002465,0.002348
0.000118,17,476,0.002465,0.002348
0.000118,17,477,0.002465,0.002348
0.000118,17,478,0.002465,0.002348
-0.000115,17,479,0.002232,0.002348
-0.000115,17,480,0.002232,0.002348
-0.000115,17,481,0.002232,0.002348
-0.000115,17,482,0.002232,0.002348
-0.000115,17,483,0.002232,0.002348
-0.000115,17,484,0.002232,0.002348
-0.000115,17,485,0.002232,0.002348
0.000251,17,486,0.003901,0.003650
0.000251,17,487,0.003901,0.003650
0.000251,17,488,0.003901,0.003650
0.000127,17,489,0.001305,0.001178
0.000127,17,490,0.001305,0.001178
0.000127,17,491,0.001305,0.001178
0.000220,17,492,0.000611,0.000391
0.000220,17,493,0.000611,0.000391
0.000050,17,494,0.001147,0.001096
0.000050,17,495,0.001147,0.001096
0.000050,17,496,0.001147,0.001096
0.000050,17,497,0.001147,0.001096
0.000050,17,498,0.001147,0.001096
0.000050,17,499,0.001147,0.001096
0.000050,17,500,0.001147,0.001096
0.000050,17,501,0.001147,0.001096
0.000050,17,502,0.001147,0.001096
-0.000192,17,503,0.000432,0.000624
-0.000192,17,504,0.000432,0.000624
-0.000475,17,505,0.000909,0.001384
-0.000475,17,506,0.000909,0.001384
-0.000475,17,507,0.000909,0.001384
-0.001143,17,508,0.002250,0.003392
-0.001143,17,509,0.002250,0.003392
-0.001143,17,510,0.002250,0.003392
-0.000882,17,511,0.001805,0.002687
-0.000882,17,512,0.001805,0.002687
-0.000882,17,513,0.001805,0.002687
0.000099,17,514,0.004636,0.004538
0.000099,17,515,0.004636,0.004538
0.000099,17,516,0.004636,0.004538
0.002386,17,517,0.011165,0.008777
0.002386,17,518,0.011165,0.008777
0.002386,17,519,0.011165,0.008777
0.002386,17,520,0.011165,0.008777
0.002386,17,521,0.011165,0.008777
0.002713,17,522,0.008997,0.006280
0.004841,17,523,0.017869,0.013016
0.004841,17,524,0.017869,0.013016
0.011874,17,525,0.025042,0.013097
0.011874,17,526,0.025042,0.013097
0.020609,17,527,0.036981,0.016158
0.031409,17,528,0.051523,0.019616
0.042893,17,529,0.073576,0.029750
0.042893,17,530,0.073576,0.029750
0.045894,17,531,0.070292,0.023329
0.045105,17,532,0.070894,0.024756
0.045887,17,533,0.078074,0.031117
0.037500,17,534,0.066214,0.028002
0.038852,17,535,0.075978,0.036361
0.050235,17,536,0.103682,0.052164
0.065823,17,537,0.129423,0.061385
0.066254,17,538,0.138343,0.069845
0.065049,17,539,0.139428,0.072217
0.057083,17,540,0.115128,0.056384
0.057083,17,541,0.115128,0.056384
0.040648,17,542,0.094835,0.053350
0.040648,17,543,0.094835,0.053350
0.026553,17,544,0.076541,0.049632
0.015924,17,545,0.061232,0.045181
0.007714,17,546,0.042604,0.034860
0.005934,17,547,0.044942,0.038990
-0.002123,17,548,0.035041,0.037161
-0.001146,17,549,0.034154,0.035300
-0.001693,17,550,0.026748,0.028439
-0.001253,17,551,0.020332,0.021584
-0.001853,17,552,0.016747,0.018598
-0.004284,17,553,0.009772,0.014047
-0.004827,17,554,0.005394,0.010210
-0.003191,17,555,0.003363,0.006549
-0.003191,17,556,0.003363,0.006549
-0.003844,17,557,0.004041,0.007878
-0.004558,17,558,0.005383,0.009930
-0.004684,17,559,0.007327,0.012001
-0.005995,17,560,0.008608,0.014584
-0.005786,17,561,0.008354,0.014123
-0.007413,17,562,0.009587,0.016973
-0.005929,17,563,0.008063,0.013974
-0.004574,17,564,0.006561,0.011124
-0.004574,17,565,0.006561,0.011124
-0.004574,17,566,0.006561,0.011124
-0.004574,17,567,0.006561,0.011124
-0.004201,17,568,0.010297,0.014489
-0.004201,17,569,0.010297,0.014489
-0.002894,17,570,0.009076,0.011966
-0.002465,17,571,0.009503,0.011966
-0.002465,17,572,0.009503,0.011966
-0.001301,17,573,0.008413,0.009713
-0.000273,17,574,0.007459,0.007732
-0.000018,17,575,0.006004,0.006022
-0.001107,17,576,0.003128,0.004234
-0.000500,17,577,0.002567,0.003067
-0.000500,17,578,0.002567,0.003067
-0.000029,17,579,0.002142,0.002171
-0.000029,17,580,0.002142,0.002171
-0.000029,17,581,0.002142,0.002171
-0.000029,17,582,0.002142,0.002171
-0.000029,17,583,0.002142,0.002171
0.000305,17,584,0.001852,0.001547
0.000052,17,585,0.000188,0.000136
0.000115,17,586,0.000115,0.000000
0.000115,17,587,0.000115,0.000000
0.000000,17,588,0.000000,0.000000
0.000086,17,589,0.000710,0.000624
0.000086,17,590,0.000710,0.000624
0.000086,17,591,0.000710,0.000624
0.000086,17,592,0.000710,0.000624
0.000086,17,593,0.000710,0.000624
0.000086,17,594,0.000710,0.000624
0.000086,17,595,0.000710,0.000624
0.000086,17,596,0.000710,0.000624
0.000086,17,597,0.000710,0.000624
0.000086,17,598,0.000710,0.000624
0.000086,17,599,0.000710,0.000624
0.000086,17,600,0.000710,0.000624
0.000086,17,601,0.000710,0.000624
0.000086,17,602,0.000710,0.000624
0.000086,17,603,0.000710,0.000624
0.000086,17,604,0.000710,0.000624
0.000086,17,605,0.000710,0.000624
0.000468,17,606,0.001988,0.001520
0.000742,17,607,0.002262,0.001520
0.000742,17,608,0.002262,0.001520
0.000742,17,609,0.002262,0.001520
0.000742,17,610,0.002262,0.001520
0.000742,17,611,0.002262,0.001520
0.000742,17,612,0.002262,0.001520
0.000742,17,613,0.002262,0.001520
0.000742,17,614,0.002262,0.001520
0.000253,17,615,0.004150,0.003897
-0.000020,17,616,0.004268,0.004288
-0.000020,17,617,0.004268,0.004288
-0.000239,17,618,0.009297,0.009537
-0.000753,17,619,0.009560,0.010313
-0.000753,17,620,0.009560,0.010313
-0.000753,17,621,0.009560,0.010313
-0.001404,17,622,0.009958,0.011360
-0.001728,17,623,0.004966,0.006692
-0.002047,17,624,0.004648,0.006692
-0.002047,17,625,0.004648,0.006692
-0.002047,17,626,0.004648,0.006692
-0.002047,17,627,0.004648,0.006692
-0.002047,17,628,0.004648,0.006692
-0.002047,17,629,0.004648,0.006692
-0.002047,17,630,0.004648,0.006692
-0.002689,17,631,0.005136,0.007821
-0.001751,17,632,0.002587,0.004337
-0.001170,17,633,0.002103,0.003273
-0.002115,17,634,0.005446,0.007558
-0.001206,17,635,0.002565,0.003770
-0.000730,17,636,0.002090,0.002820
-0.001206,17,637,0.002565,0.003770
-0.001206,17,638,0.002565,0.003770
-0.000730,17,639,0.002090,0.002820
-0.000730,17,640,0.002090,0.002820
-0.000730,17,641,0.002090,0.002820
-0.000730,17,642,0.002090,0.002820
-0.001728,17,643,0.005132,0.006858
-0.001728,17,644,0.005132,0.006858
-0.001728,17,645,0.005132,0.006858
-0.001728,17,646,0.005132,0.006858
-0.002259,17,647,0.005638,0.007895
-0.001728,17,648,0.005132,0.006858
-0.002259,17,649,0.005638,0.007895
-0.002259,17,650,0.005638,0.007895
-0.000910,17,651,0.002092,0.003002
-0.001441,17,652,0.002599,0.004038
-0.001441,17,653,0.002599,0.004038
-0.000910,17,654,0.002092,0.003002
-0.000549,17,655,0.004955,0.005504
-0.000549,17,656,0.004955,0.005504
-0.000549,17,657,0.004955,0.005504
-0.000549,17,658,0.004955,0.005504
-0.000549,17,659,0.004955,0.005504
-0.000371,17,660,0.002126,0.002497
-0.000604,17,661,0.005690,0.006294
-0.000604,17,662,0.005690,0.006294
-0.000604,17,663,0.005690,0.006294
-0.000321,17,664,0.005310,0.005631
-0.000811,17,665,0.005830,0.006641
-0.000811,17,666,0.005830,0.006641
-0.001437,17,667,0.006486,0.007922
-0.001437,17,668,0.006486,0.007922
-0.000811,17,669,0.005830,0.006641
-0.000001,17,670,0.011079,0.011081
-0.000640,17,671,0.011776,0.012416
-0.002360,17,672,0.007117,0.009474
-0.003599,17,673,0.011369,0.014962
-0.004609,17,674,0.012409,0.017008
-0.004609,17,675,0.012409,0.017008
-0.005862,17,676,0.019099,0.024943
-0.006291,17,677,0.019416,0.025687
-0.005227,17,678,0.013083,0.018297
-0.006350,17,679,0.014241,0.020571
-0.006350,17,680,0.014241,0.020571
-0.006030,17,681,0.013952,0.019963
-0.004913,17,682,0.012794,0.017695
-0.003933,17,683,0.011771,0.015697
-0.003091,17,684,0.010885,0.013971
-0.002225,17,685,0.015347,0.017570
-0.002225,17,686,0.015347,0.017570
-0.002136,17,687,0.009433,0.011567
-0.002136,17,688,0.009433,0.011567
-0.002669,17,689,0.013081,0.015746
-0.002416,17,690,0.009376,0.011789
0.001424,17,691,0.013963,0.012538
0.006859,17,692,0.022417,0.015534
0.004815,17,693,0.018310,0.013483
0.004044,17,694,0.020598,0.016547
0.008202,17,695,0.034175,0.025939
0.016446,17,696,0.048142,0.031560
0.013653,17,697,0.053190,0.039444
0.012291,17,698,0.061960,0.049594
0.013788,17,699,0.079058,0.065174
0.019025,17,700,0.103829,0.084622
0.028573,17,701,0.132270,0.103285
0.031747,17,702,0.136190,0.103934
0.041057,17,703,0.167553,0.125642
0.053208,17,704,0.193828,0.139179
0.053997,17,705,0.211120,0.155639
0.056655,17,706,0.222636,0.164345
0.084410,17,707,0.262252,0.174177
0.088496,17,708,0.271812,0.179282
0.093187,17,709,0.282787,0.185120
0.094917,17,710,0.280806,0.181239
0.119694,17,711,0.306988,0.179836
0.122967,17,712,0.305787,0.174940
0.114660,17,713,0.294068,0.172576
0.136667,17,714,0.313961,0.167515
0.131742,17,715,0.305552,0.164738
0.131969,17,716,0.299876,0.158803
0.124018,17,717,0.288147,0.156111
0.123563,17,718,0.292596,0.161075
0.114314,17,719,0.291962,0.170858
0.103259,17,720,0.282188,0.173409
0.091524,17,721,0.289778,0.193934
