win_length,x,dXY,dXY_inv,vX,vX_inv,vY,vY_inv,Q0,Q1,Q2,Q3,Q4,Q5,Q6,Q7,nx,ny,gap_prop,A_dXY,A_dXY_inv,A_vX,A_vX_inv,A_vY,A_vY_inv,A_Q0,A_Q1,A_Q2,A_Q3,A_Q4,A_Q5,A_Q6,A_Q7,A_nx,A_ny,A_rand_idx,A_adj_rand_idx,A_ham_idx
9,486,0.00796415,0,0.00837569,0,0.00797504,0,-0.000411655,-0.000411537,-1.0889e-05,-0.000422426,0.00796415,0.000400648,1.05024,0,51,30,0,0.0303892,0,0.00640102,0,6.09954e-06,0,0.0237049,0.0239882,0.0303831,0.0543713,0.0303892,0.00639492,1049.43,0,78,3,0.521605,-0.00453662,0.382716
9,495,0.00217866,0,0.00139433,0,0.00295161,0,0.000783971,0.000784322,-0.000772953,1.13689e-05,0.00217866,0.00155727,0.472398,0,51,30,0,0.0123457,0,-1.27724e-08,0,-4.41352e-11,0,0.0122701,0.0123457,0.0123457,0.0246914,0.0123457,1.27283e-08,289.393,0,7,74,0.534568,0.0325754,0.358025
9,504,0.00154119,0,0.00222707,0,0.000823045,0,-0.000686166,-0.000685875,0.000718149,3.22742e-05,0.00154119,0.00140402,2.70589,0,51,30,0,0.0123457,0,0,0,-3.57628e-08,0,0.0122701,0.0123457,0.0123457,0.0246914,0.0123457,3.57628e-08,0,0,75,6,0.50679,-0.0276527,0.419753
9,513,0.00154119,0,0.00222707,0,0.000823045,0,-0.000686166,-0.000685875,0.000718149,3.22742e-05,0.00154119,0.00140402,2.70589,0,51,30,0,0.0123457,0,0,0,-1.98682e-08,0,0.0122701,0.0123457,0.0123457,0.0246914,0.0123457,1.98682e-08,0,0,75,6,0.50679,-0.0276527,0.419753
9,522,0.0103526,0,0.00834665,0,0.00851428,0,0.00200393,0.00200592,0.00183829,0.0038442,0.0103526,0.000167631,0.980312,0,51,30,0,0.0266666,0,0.00655323,0,1.46826e-06,0,0.0199139,0.0201134,0.0266652,0.0467786,0.0266666,0.00655176,4463.26,0,75,6,0.50679,-0.0276527,0.419753
9,531,0.0249818,0,0.0171388,0,0.0228182,0,0.00781242,0.00784305,0.00216361,0.0100067,0.0249818,0.00567944,0.751101,0,51,30,0,0.0444912,0,2.08143e-08,0,0.00288497,0,0.04353,0.0444912,0.0416063,0.0860975,0.0444912,0.00288495,7.21474e-06,0,28,53,0.577778,0.151599,0.296296
9,540,0.136116,0,0.0365239,0,0.154506,0,0.0949396,0.0995924,-0.0183894,0.081203,0.136116,0.117982,0.236392,0,51,30,0,0.302561,0,1.15279e-06,0,0.0172927,0,0.264331,0.302559,0.285268,0.587827,0.302561,0.0172915,6.66636e-05,0,14,67,0.623457,0.228878,0.246914
9,549,0.101275,0,0.0908449,0,0.0977437,0,0.0103758,0.0104298,0.00353103,0.0139609,0.101275,0.0068988,0.92942,0,51,30,0.279835,0.259623,0,9.16995e-07,0,0.0367823,0,0.230811,0.259622,0.22284,0.482462,0.259623,0.0367813,2.49303e-05,0,13,68,0.511111,-0.00309598,0.407407
9,558,0.00467199,0,0.00851126,0,0.000823045,0,-0.00384658,-0.00383927,0.00384895,9.68314e-06,0.00467199,0.00768822,10.3412,0,51,30,0,0.0832164,0,0.00162686,0,0.197536,0,0.0784318,0.0815896,-0.114319,-0.0327296,0.0832164,0.195909,0.00823577,0,79,2,0.516049,-0.0189905,0.395062
9,567,0.0126604,0,0.0179037,0,0.00806018,0,-0.0052571,-0.00524324,0.00460025,-0.000642991,0.0126604,0.00984348,2.22125,0,51,30,0,0.225974,0,0.444445,0,0.00310144,0,-0.246502,-0.21847,0.222873,0.00440245,0.225974,0.441343,143.303,0,2,79,0.527778,0.00570438,0.37037
9,576,0.00852094,0,0.0109416,0,0.00613028,0,-0.0024236,-0.0024207,0.00239066,-3.00347e-05,0.00852094,0.00481136,1.78485,0,51,30,0,0.0918109,0,0.111117,0,0.00488057,0,-0.0194947,-0.0193059,0.0869304,0.0676244,0.0918109,0.106236,22.7672,0,2,79,0.527778,0.00570438,0.37037
9,585,0.000669733,0,0.000484144,0,0.000823045,0,0.000185592,0.000185588,-0.000153312,3.22761e-05,0.000669733,0.000338901,0.588235,0,51,30,0,0.0123457,0,0.0493827,0,0,0,-0.0377404,-0.0370371,0.0123457,-0.0246914,0.0123457,0.0493827,inf,0,2,79,0.527778,0.00570438,0.37037
9,594,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,51,30,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,42,39,0.497531,-0.00431832,0.45679
9,603,0.0025337,0,0.00222707,0,0.00295161,0,0.000306559,0.00030663,-0.000417911,-0.00011128,0.0025337,0.000724541,0.754527,0,51,30,0,0.0123457,0,1.17554e-07,0,6.99585e-10,0,0.01227,0.0123456,0.0123457,0.0246913,0.0123457,1.16854e-07,168.033,0,9,72,0.521605,0.0102171,0.382716
9,612,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,51,30,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,41,40,0.511111,0.0228924,0.407407
9,621,0.00806903,0,0.00542245,0,0.0066979,0,0.00264307,0.00264658,0.00137113,0.00401771,0.00806903,0.00127545,0.809574,0,51,30,0,0.0199247,0,0.00617085,0,0.0123695,0,0.0136602,0.0137539,0.0075552,0.0213091,0.0199247,0.0061987,0.498874,0,79,2,0.541975,0.0355982,0.345679
9,630,0.016582,0,0.0238781,0,0.0040017,0,-0.00732283,-0.00729609,0.0125803,0.00528422,0.016582,0.0198764,5.96699,0,51,30,0,0.0946256,0,0.308703,0,0.0137281,0,-0.240897,-0.214077,0.0808975,-0.13318,0.0946256,0.294975,22.4869,0,2,79,0.516049,-0.0189905,0.395062
9,639,0.000242072,0,0.000484144,0,0,0,-0.000242084,-0.000242072,0.000242072,2.91038e-11,0.000242072,0.000484144,inf,0,51,30,0,0.00617284,0,0,0,0.0123457,0,0.00615392,0.00617284,-0.00617288,-4.28408e-08,0.00617284,0.0123457,0,0,79,2,0.527778,0.00570438,0.37037
9,648,0.00624547,0,0.00763981,0,0.00456932,0,-0.0013953,-0.00139435,0.00167615,0.000281805,0.00624547,0.0030705,1.67198,0,51,30,0,0.0289108,0,0.0494,0,0.00540951,0,-0.020702,-0.0204892,0.0235013,0.00301215,0.0289108,0.0439905,9.13208,0,2,79,0.516049,-0.0189905,0.395062
9,657,0.00614056,0,0.00797871,0,0.00456932,0,-0.00183978,-0.00183814,0.00157125,-0.000266898,0.00614056,0.00340939,1.74615,0,51,30,0,0.0377403,0,0.111116,0,0.00502482,0,-0.0762076,-0.0733761,0.0327155,-0.0406606,0.0377403,0.106092,22.1135,0,2,79,0.527778,0.00570438,0.37037
9,666,0.00532562,0,0.00464781,0,0.00567618,0,0.000677475,0.000677807,-0.000350566,0.000327241,0.00532562,0.00102837,0.818827,0,51,30,0,0.0153152,0,0.0493926,0,0.00456803,0,-0.0346716,-0.0340774,0.0107472,-0.0233302,0.0153152,0.0448246,10.8127,0,2,79,0.527778,0.00570438,0.37037
9,675,0.0102639,0,0.0148438,0,0.00408684,0,-0.00459042,-0.00457997,0.00617702,0.00159705,0.0102639,0.010757,3.6321,0,51,30,0,0.103532,0,0.197485,0,0.00644332,0,-0.0986636,-0.0939525,0.0970889,0.00313645,0.103532,0.191041,30.6495,0,2,79,0.527778,0.00570438,0.37037
9,684,0.0356087,0,0.0435342,0,0.0286363,0,-0.00795708,-0.00792548,0.00697243,-0.000953047,0.0356087,0.0148979,1.52025,0,51,30,0,0.195811,0,0.197503,0,0.029636,0,-0.00169337,-0.00169197,0.166175,0.164483,0.195811,0.167867,6.66429,0,2,79,0.527778,0.00570438,0.37037
9,693,0.00614058,0,0.00598405,0,0.00593161,0,0.00015651,0.000156528,0.00020897,0.000365498,0.00614058,5.24418e-05,1.00884,0,51,30,0,0.0231288,0,0.0494215,0,0.00516106,0,-0.0266446,-0.0262928,0.0179677,-0.00832503,0.0231288,0.0442605,9.57585,0,2,79,0.516049,-0.0189905,0.395062
9,702,0.0455821,0,0.0346938,0,0.0385979,0,0.0108295,0.0108883,0.00698419,0.0178725,0.0455821,0.00390416,0.898851,0,51,30,0,0.315127,0,0.604979,0,0.0260858,0,-0.342282,-0.289852,0.289041,-0.000811601,0.315127,0.578893,23.1919,0,2,79,0.527778,0.00570438,0.37037
9,711,0.343971,0,0.289123,0,0.340002,0,0.0533973,0.0548487,0.0039691,0.0588178,0.343971,0.0508796,0.850355,0,51,30,0.0288066,0.717982,0,0.236071,0,0.111093,0,0.393332,0.481911,0.60689,1.0888,0.717982,0.124979,2.125,0,73,8,0.495679,-0.0457972,0.469136
9,720,0.322662,0,0.128618,0,0.337561,0,0.177346,0.194044,-0.0148996,0.179145,0.322662,0.208944,0.38102,0,51,30,0.0617284,0.52363,0,0.204996,0,-3.05653e-05,0,0.276596,0.318634,0.52366,0.842294,0.52363,0.205027,6706.83,0,75,6,0.558642,0.0803858,0.320988
9,729,0.314745,0,0.317127,0,0.304725,0,-0.002385,-0.00238213,0.01002,0.00763786,0.314745,0.0124021,1.0407,0,51,30,0.329218,0.657788,0,0.0317399,0,0.250667,0,0.486153,0.626048,0.407121,1.03317,0.657788,0.218927,0.126622,0,7,74,0.497531,-0.044408,0.45679
9,738,0.304037,0,0.134534,0,0.313806,0,0.156579,0.169503,-0.00976923,0.159734,0.304037,0.179273,0.428716,0,51,30,0.0617284,0.635453,0,0.222209,0,0.19691,0,0.345888,0.413244,0.438542,0.851786,0.635453,0.0252986,1.12848,0,4,77,0.541975,0.0407929,0.345679
9,747,0.131363,0,0.0417623,0,0.152774,0,0.0858117,0.0896012,-0.0214109,0.0681903,0.131363,0.111012,0.273359,0,51,30,0,0.292084,0,0.0312006,0,0.0198447,0,0.231813,0.260883,0.272239,0.533123,0.292084,0.0113559,1.57224,0,14,67,0.599383,0.179577,0.271605
9,756,0.0448073,0,0.0236069,0,0.0414361,0,0.0209788,0.0212004,0.00337121,0.0245716,0.0448073,0.0178292,0.569718,0,51,30,0,0.0900014,0,0.00246986,0,0.0211938,0,0.0839105,0.0875316,0.0688076,0.156339,0.0900014,0.018724,0.116537,0,10,71,0.558642,0.0888496,0.320988
9,765,0.0220206,0,0.0223289,0,0.0215127,0,-0.000308382,-0.000308288,0.000507906,0.000199618,0.0220206,0.000816194,1.03794,0,51,30,0,0.0442743,0,7.25622e-08,0,0.00753596,0,0.0433221,0.0442742,0.0367384,0.0810126,0.0442743,0.00753589,9.62879e-06,0,23,58,0.503086,-0.00367112,0.432099
9,774,0.000242072,0,0.000484144,0,0,0,-0.000242084,-0.000242072,0.000242072,2.91038e-11,0.000242072,0.000484144,inf,0,51,30,0,0.00617284,0,0.0123457,0,0,0,-0.00619197,-0.00617288,0.00617284,-4.28408e-08,0.00617284,0.0123457,inf,0,2,79,0.527778,0.00570438,0.37037
9,783,0.00902926,0,0.00551928,0,0.0130836,0,0.00350385,0.00350998,-0.00405435,-0.000544369,0.00902926,0.00756434,0.421846,0,51,30,0,0.0246914,0,5.52336e-07,0,0.00556112,0,0.0243909,0.0246908,0.0191303,0.0438211,0.0246914,0.00556056,9.93211e-05,0,6,75,0.558642,0.0803858,0.320988
9,792,0.0286128,0,0.0195788,0,0.0248617,0,0.00899347,0.00903403,0.00375116,0.0127852,0.0286128,0.00528287,0.78751,0,51,30,0,0.135483,0,-1.85271e-06,0,0.0129279,0,0.127059,0.135484,0.122555,0.258039,0.135483,0.0129298,0.000143311,0,4,77,0.527778,0.01106,0.37037
9,801,0.0529251,0,0.0575745,0,0.0321838,0,-0.00466024,-0.00464936,0.0207413,0.0160919,0.0529251,0.0253907,1.78893,0,51,30,0.00137174,0.104939,0,0.00467604,0,-3.5891e-08,0,0.0955489,0.100263,0.104939,0.205201,0.104939,0.00467607,130285,0,50,31,0.527778,0.0532829,0.37037
9,810,0.00622933,0,0.00629392,0,0.00499503,0,-6.46135e-05,-6.45886e-05,0.00123429,0.0011697,0.00622933,0.00129888,1.26003,0,51,30,0,0.0123457,0,9.13725e-09,0,4.74191e-08,0,0.0122701,0.0123457,0.0123456,0.0246913,0.0123457,3.82818e-08,0.192692,0,34,47,0.511111,0.021484,0.407407
9,819,0.000823045,0,0,0,0.00170285,0,0.000822682,0.000823045,-0.000879807,-5.67618e-05,0.000823045,0.00170285,0,0,51,30,0,0.0123457,0,0.0493827,0,0,0,-0.0377404,-0.0370371,0.0123457,-0.0246914,0.0123457,0.0493827,inf,0,2,79,0.541975,0.0355982,0.345679
